mode,win_ms,hop_ms,n_train_windows,n_test_windows,accuracy,macro_f1,feat_time_mean_ms,feat_time_p95_ms,preprocess_record_mean_ms,preprocess_record_p95_ms,algorithmic_delay_ms,total_delay_ms
clean,150.0,37.5,440440,21840,0.9412087912087912,0.9412199672872129,0.0641963232594654,0.10569998994469643,0.000566070888280159,0.0009999974281527102,150.0,150.06419632325947
noisy_filtered,150.0,37.5,440440,21840,0.8945054945054945,0.895561176534336,0.09898921703514021,0.15589999384246767,29.766986309238877,38.00670999480644,150.0,150.09898921703515
noisy_raw,150.0,37.5,440440,21840,0.6800366300366301,0.6856835284853164,0.06617800361096676,0.11019999510608613,16.401228571686218,21.81564000493381,150.0,150.06617800361096
clean,200.0,50.0,328636,16296,0.9465513009327442,0.9465420709697685,0.0691251534367021,0.11300001642666757,0.00026845286594748144,0.000400003045797348,200.0,200.06912515343672
noisy_filtered,200.0,50.0,328636,16296,0.9075233186057928,0.9083401840289056,0.11732192568751976,0.18549998640082777,29.552058333397976,37.28484499006299,200.0,200.11732192568752
noisy_raw,200.0,50.0,328636,16296,0.6895557191948944,0.6946559078110159,0.07840142380474485,0.13055000454187393,16.296839882020972,21.516640002664644,200.0,200.07840142380473
clean,250.0,62.5,260876,12936,0.9491341991341992,0.9491061502168207,0.08077044695520808,0.1328999933321029,0.0002773808124142566,0.000500003807246685,250.0,250.0807704469552
noisy_filtered,250.0,62.5,260876,12936,0.9152752009894867,0.91595685378781,0.14163943250939245,0.22422499023377895,29.418172023724765,36.65400499739917,250.0,250.14163943250938
noisy_raw,250.0,62.5,260876,12936,0.6982065553494124,0.7029458758598061,0.08579945886282216,0.14250000822357833,16.14319761869237,21.519780000380706,250.0,250.08579945886282
