win_ms,filtered,f1_mean,f1_std,reward_mean,reward_std,acc_mean,acc_std,delay_s,n
150,1,0.8723791132148344,0.0009442156151364304,0.7823791132148346,0.0009442156151364669,0.8686104910714286,0.0010400201149377538,0.15,5
200,1,0.8759447649039945,0.001069412672198077,0.7559447649039945,0.00106941267219807,0.8721465390279823,0.0011179084868824627,0.2,5
