split_mode,action_source,method,channels_count,selected_channels,feature_set,window_ms,filtering,macro_f1,accuracy,processing_time_ms,feature_vector_size,profile,alpha,beta,gamma,reward
medium,channel_sweep,random,16,"[0, 1, 3, 4, 5, 6, 8, 9, 10, 12, 13, 15, 17, 19, 21, 22]",basic,200.0,False,0.9161358356788412,0.9158382425135002,0.1671374999811329,64,quality_first,0.01,0.0005,0.0001,0.9000644606790299
medium,channel_sweep,random,12,"[1, 2, 5, 8, 10, 15, 17, 19, 20, 21, 22, 23]",basic,200.0,False,0.9102108038952402,0.9095790378006872,0.1520416664485916,48,quality_first,0.01,0.0005,0.0001,0.8978903872307543
medium,channel_sweep,random,12,"[1, 4, 5, 6, 8, 9, 10, 11, 14, 16, 22, 23]",basic,200.0,False,0.89045357690625,0.8905866470299459,0.1471458332768331,48,quality_first,0.01,0.0005,0.0001,0.8781821185734817
medium,channel_sweep,random,12,"[1, 3, 5, 7, 8, 9, 10, 13, 14, 16, 17, 23]",basic,200.0,False,0.885915153658624,0.885708149239077,0.1495666660957795,48,quality_first,0.01,0.0005,0.0001,0.8736194869976662
medium,channel_sweep,ranking,16,"[6, 14, 7, 15, 0, 5, 9, 8, 13, 1, 11, 3, 4, 10, 2, 12]",basic,200.0,False,0.8853045674655036,0.8861070201276386,0.1622875001885404,64,quality_first,0.01,0.0005,0.0001,0.8692816924636182
medium,channel_sweep,random,8,"[5, 7, 8, 9, 18, 19, 21, 22]",basic,200.0,False,0.8696575411371718,0.8687101129111439,0.182533333372703,32,quality_first,0.01,0.0005,0.0001,0.8606322078034447
medium,channel_sweep,ranking,12,"[6, 14, 7, 15, 0, 5, 9, 8, 13, 1, 11, 3]",basic,200.0,False,0.8726615068257378,0.8733738340697104,0.1515291666388899,48,quality_first,0.01,0.0005,0.0001,0.860346215159349
medium,feature_sweep,greedy,12,"[6, 8, 5, 16, 9, 23, 22, 4, 13, 12, 1, 0]",extended_td,200.0,False,0.8788470847368318,0.8786512027491409,0.1476278197139784,132,quality_first,0.01,0.0005,0.0001,0.858170806539692
medium,feature_sweep,greedy,8,"[6, 8, 5, 16, 9, 23, 22, 4]",extended_td,200.0,False,0.8666285438396536,0.8666237113402062,0.1271871839690725,88,quality_first,0.01,0.0005,0.0001,0.8525566719999629
medium,channel_sweep,random,6,"[3, 13, 14, 15, 16, 18]",basic,200.0,False,0.8525852519242008,0.8523564064801178,0.1333041667142727,24,quality_first,0.01,0.0005,0.0001,0.845852210257058
medium,channel_sweep,random,8,"[5, 10, 11, 12, 14, 15, 16, 17]",basic,200.0,False,0.8534456802225203,0.853154148257241,0.1393666663413265,32,quality_first,0.01,0.0005,0.0001,0.8448520135591071
medium,channel_sweep,ranking,8,"[6, 14, 7, 15, 0, 5, 9, 8]",basic,200.0,False,0.8489447471933713,0.8499324987727049,0.1326041663863482,32,quality_first,0.01,0.0005,0.0001,0.8404187055295078
medium,feature_sweep,greedy,6,"[6, 8, 5, 16, 9, 23]",extended_td,200.0,False,0.8366494494869265,0.8352356406480118,0.1179146539004465,66,quality_first,0.01,0.0005,0.0001,0.8258703029479221
medium,channel_sweep,ranking,6,"[6, 14, 7, 15, 0, 5]",basic,200.0,False,0.8162438020773441,0.8182069219440353,0.1466333333155489,24,quality_first,0.01,0.0005,0.0001,0.8093774687441887
medium,feature_sweep,greedy,6,"[6, 8, 5, 16, 9, 23]",basic,200.0,False,0.8147628978467312,0.8134511536573392,0.1173506934205049,24,quality_first,0.01,0.0005,0.0001,0.8081893909125262
medium,channel_sweep,random,8,"[0, 6, 8, 9, 10, 12, 18, 22]",basic,200.0,False,0.8166101610826475,0.8154761904761905,0.1354083333353628,32,quality_first,0.01,0.0005,0.0001,0.8080560777492939
medium,feature_sweep,greedy,12,"[6, 8, 5, 16, 9, 23, 22, 4, 13, 12, 1, 0]",basic,200.0,False,0.8194234340488175,0.8186057928325969,0.1442355977006803,48,quality_first,0.01,0.0005,0.0001,0.8071810780718106
medium,feature_sweep,greedy,8,"[6, 8, 5, 16, 9, 23, 22, 4]",basic,200.0,False,0.8101077368062894,0.8092783505154639,0.124129771112471,32,quality_first,0.01,0.0005,0.0001,0.8016664390951648
medium,channel_sweep,random,6,"[1, 10, 19, 21, 22, 23]",basic,200.0,False,0.8012976459198619,0.8013009327442318,0.1232416672489004,24,quality_first,0.01,0.0005,0.0001,0.7946652292473729
medium,channel_sweep,random,6,"[2, 7, 12, 18, 21, 23]",basic,200.0,False,0.7864478149242229,0.782860824742268,0.1293250000647579,24,quality_first,0.01,0.0005,0.0001,0.7797545649235753
medium,feature_sweep,greedy,3,"[6, 8, 5]",extended_td,200.0,False,0.7817979417901256,0.779025527736868,0.1056398686798063,33,quality_first,0.01,0.0005,0.0001,0.7759415431033276
medium,channel_sweep,random,4,"[0, 7, 8, 15]",basic,200.0,False,0.7684682972022595,0.7734106529209622,0.1200666662649988,16,quality_first,0.01,0.0005,0.0001,0.7636676305396095
medium,channel_sweep,greedy,4,"[6, 8, 5, 16]",basic,200.0,False,0.7505822893911855,0.7471772214040255,0.1167791660918737,16,quality_first,0.01,0.0005,0.0001,0.7458144977302668
medium,feature_sweep,greedy,3,"[6, 8, 5]",basic,200.0,False,0.7448272256807771,0.7412248404516446,0.1046760892335402,12,quality_first,0.01,0.0005,0.0001,0.7410804647884418
medium,channel_sweep,random,4,"[7, 9, 18, 19]",basic,200.0,False,0.7406551156157396,0.7382793323514973,0.1147833327195257,16,quality_first,0.01,0.0005,0.0001,0.7359072822885443
medium,channel_sweep,random,3,"[5, 8, 17]",basic,200.0,False,0.7353377399620106,0.7300257731958762,0.1140166661267964,12,quality_first,0.01,0.0005,0.0001,0.7314975733007427
medium,channel_sweep,random,4,"[2, 6, 18, 23]",basic,200.0,False,0.6825044329292269,0.679860088365243,0.1606333333559935,16,quality_first,0.01,0.0005,0.0001,0.6772980995956669
medium,channel_sweep,ranking,4,"[6, 14, 7, 15]",basic,200.0,False,0.6637448158094911,0.6700110456553755,0.114175000059428,16,quality_first,0.01,0.0005,0.0001,0.6590030658088968
medium,channel_sweep,random,3,"[15, 19, 20]",basic,200.0,False,0.6586307454733831,0.6564187530682376,0.1145833331671989,12,quality_first,0.01,0.0005,0.0001,0.6547849121417112
medium,channel_sweep,ranking,3,"[6, 14, 7]",basic,200.0,False,0.6472843383403633,0.6473674521354934,0.1344416662808119,12,quality_first,0.01,0.0005,0.0001,0.6432399216775552
medium,channel_sweep,random,3,"[9, 14, 20]",basic,200.0,False,0.6351627741308676,0.6396968581246931,0.1188666666773012,12,quality_first,0.01,0.0005,0.0001,0.6312741074640947
